"Step","charts/episodic_return","LunarLander-v2__ppo__4__1712513086 - charts/episodic_return__MIN","LunarLander-v2__ppo__4__1712513086 - charts/episodic_return__MAX"
"40","-385.4598693847656","-385.4598693847656","-385.4598693847656"
"42","-132.2139434814453","-132.2139434814453","-132.2139434814453"
"43","-300.2705078125","-300.2705078125","-300.2705078125"
"44","-149.269287109375","-149.269287109375","-149.269287109375"
"45","-102.02366638183594","-102.02366638183594","-102.02366638183594"
"46","-267.488037109375","-267.488037109375","-267.488037109375"
"48","-240.9910888671875","-240.9910888671875","-240.9910888671875"
"49","-189.71446228027344","-189.71446228027344","-189.71446228027344"
"50","-116.82241821289062","-116.82241821289062","-116.82241821289062"
"51","-81.65909576416016","-81.65909576416016","-81.65909576416016"
"52","-410.550537109375","-410.550537109375","-410.550537109375"
"54","-188.43942260742188","-188.43942260742188","-188.43942260742188"
"55","-245.8487548828125","-245.8487548828125","-245.8487548828125"
"56","-267.43310546875","-267.43310546875","-267.43310546875"
"57","-205.76968383789062","-205.76968383789062","-205.76968383789062"
"59","-130.8546600341797","-130.8546600341797","-130.8546600341797"
"60","-311.8625183105469","-311.8625183105469","-311.8625183105469"
"61","-108.576416015625","-108.576416015625","-108.576416015625"
"62","-107.1872329711914","-107.1872329711914","-107.1872329711914"
"64","-144.05686950683594","-144.05686950683594","-144.05686950683594"
"65","-133.96173095703125","-133.96173095703125","-133.96173095703125"
"66","-135.41310119628906","-135.41310119628906","-135.41310119628906"
"67","-31.49578094482422","-31.49578094482422","-31.49578094482422"
"68","-307.4629821777344","-307.4629821777344","-307.4629821777344"
"69","-61.994415283203125","-61.994415283203125","-61.994415283203125"
"71","-116.08850860595703","-116.08850860595703","-116.08850860595703"
"72","-107.86030578613281","-107.86030578613281","-107.86030578613281"
"73","-89.60114288330078","-89.60114288330078","-89.60114288330078"
"74","-328.17822265625","-328.17822265625","-328.17822265625"
"75","-95.10405731201172","-95.10405731201172","-95.10405731201172"
"76","-119.20243835449219","-119.20243835449219","-119.20243835449219"
"78","-79.11355590820312","-79.11355590820312","-79.11355590820312"
"79","-261.8829040527344","-261.8829040527344","-261.8829040527344"
"80","-72.63687133789062","-72.63687133789062","-72.63687133789062"
"81","-102.37100219726562","-102.37100219726562","-102.37100219726562"
"82","-367.9700622558594","-367.9700622558594","-367.9700622558594"
"84","-134.00714111328125","-134.00714111328125","-134.00714111328125"
"85","-175.62518310546875","-175.62518310546875","-175.62518310546875"
"86","-156.0119171142578","-156.0119171142578","-156.0119171142578"
"87","-122.36848449707031","-122.36848449707031","-122.36848449707031"
"88","-257.1498718261719","-257.1498718261719","-257.1498718261719"
"89","-235.23934936523438","-235.23934936523438","-235.23934936523438"
"90","-154.61883544921875","-154.61883544921875","-154.61883544921875"
"91","-112.62992095947266","-112.62992095947266","-112.62992095947266"
"92","-146.08053588867188","-146.08053588867188","-146.08053588867188"
"93","-251.61801147460938","-251.61801147460938","-251.61801147460938"
"95","-178.64601135253906","-178.64601135253906","-178.64601135253906"
"96","-86.6800308227539","-86.6800308227539","-86.6800308227539"
"97","-125.04314422607422","-125.04314422607422","-125.04314422607422"
"98","-86.4793472290039","-86.4793472290039","-86.4793472290039"
"99","-115.5584716796875","-115.5584716796875","-115.5584716796875"
"100","-93.88388061523438","-93.88388061523438","-93.88388061523438"
"101","-14.670394897460938","-14.670394897460938","-14.670394897460938"
"103","-124.92900085449219","-124.92900085449219","-124.92900085449219"
"104","-286.7193908691406","-286.7193908691406","-286.7193908691406"
"105","-163.77658081054688","-163.77658081054688","-163.77658081054688"
"106","-135.472412109375","-135.472412109375","-135.472412109375"
"107","-217.19650268554688","-217.19650268554688","-217.19650268554688"
"109","-218.17578125","-218.17578125","-218.17578125"
"110","-84.89884185791016","-84.89884185791016","-84.89884185791016"
"111","-159.88626098632812","-159.88626098632812","-159.88626098632812"
"112","-145.4444580078125","-145.4444580078125","-145.4444580078125"
"113","-141.50521850585938","-141.50521850585938","-141.50521850585938"
"115","-108.84416198730469","-108.84416198730469","-108.84416198730469"
"116","-135.33505249023438","-135.33505249023438","-135.33505249023438"
"117","-208.99623107910156","-208.99623107910156","-208.99623107910156"
"118","-85.29205322265625","-85.29205322265625","-85.29205322265625"
"119","-74.58613586425781","-74.58613586425781","-74.58613586425781"
"120","-86.09870147705078","-86.09870147705078","-86.09870147705078"
"122","-286.3889465332031","-286.3889465332031","-286.3889465332031"
"123","-163.50140380859375","-163.50140380859375","-163.50140380859375"
"124","-115.52421569824219","-115.52421569824219","-115.52421569824219"
"125","-95.44880676269531","-95.44880676269531","-95.44880676269531"
"126","-282.2789611816406","-282.2789611816406","-282.2789611816406"
"127","-148.72137451171875","-148.72137451171875","-148.72137451171875"
"129","-116.68011474609375","-116.68011474609375","-116.68011474609375"
"130","-104.8099365234375","-104.8099365234375","-104.8099365234375"
"131","-327.60113525390625","-327.60113525390625","-327.60113525390625"
"132","-330.86358642578125","-330.86358642578125","-330.86358642578125"
"133","-115.66329956054688","-115.66329956054688","-115.66329956054688"
"135","-159.79681396484375","-159.79681396484375","-159.79681396484375"
"136","-85.54154968261719","-85.54154968261719","-85.54154968261719"
"137","-159.55697631835938","-159.55697631835938","-159.55697631835938"
"138","-74.61432647705078","-74.61432647705078","-74.61432647705078"
"139","-261.5740051269531","-261.5740051269531","-261.5740051269531"
"141","-302.15411376953125","-302.15411376953125","-302.15411376953125"
"142","-205.24456787109375","-205.24456787109375","-205.24456787109375"
"143","-299.72412109375","-299.72412109375","-299.72412109375"
"144","-121.26211547851562","-121.26211547851562","-121.26211547851562"
"145","-402.8930358886719","-402.8930358886719","-402.8930358886719"
"146","-39.29792022705078","-39.29792022705078","-39.29792022705078"
"147","-224.43743896484375","-224.43743896484375","-224.43743896484375"
"148","-336.66949462890625","-336.66949462890625","-336.66949462890625"
"149","-92.5454330444336","-92.5454330444336","-92.5454330444336"
"150","-76.32823944091797","-76.32823944091797","-76.32823944091797"
"151","-117.61650085449219","-117.61650085449219","-117.61650085449219"
"153","-128.3594207763672","-128.3594207763672","-128.3594207763672"
"154","-214.79110717773438","-214.79110717773438","-214.79110717773438"
"155","-105.33167266845703","-105.33167266845703","-105.33167266845703"
"156","-96.63467407226562","-96.63467407226562","-96.63467407226562"
"157","-179.9650421142578","-179.9650421142578","-179.9650421142578"
"159","-125.43480682373047","-125.43480682373047","-125.43480682373047"
"160","-139.2615203857422","-139.2615203857422","-139.2615203857422"
"161","-91.72218322753906","-91.72218322753906","-91.72218322753906"
"162","-273.07611083984375","-273.07611083984375","-273.07611083984375"
"163","-263.4294128417969","-263.4294128417969","-263.4294128417969"
"165","-209.92807006835938","-209.92807006835938","-209.92807006835938"
"166","-178.67178344726562","-178.67178344726562","-178.67178344726562"
"167","-111.71969604492188","-111.71969604492188","-111.71969604492188"
"168","-143.16354370117188","-143.16354370117188","-143.16354370117188"
"169","-79.89898681640625","-79.89898681640625","-79.89898681640625"
"170","-183.6619873046875","-183.6619873046875","-183.6619873046875"
"172","-80.5377197265625","-80.5377197265625","-80.5377197265625"
"173","-234.25172424316406","-234.25172424316406","-234.25172424316406"
"174","-160.769775390625","-160.769775390625","-160.769775390625"
"175","-250.41993713378906","-250.41993713378906","-250.41993713378906"
"176","-96.26368713378906","-96.26368713378906","-96.26368713378906"
"177","-267.9065246582031","-267.9065246582031","-267.9065246582031"
"179","-146.236572265625","-146.236572265625","-146.236572265625"
"180","-331.5","-331.5","-331.5"
"181","-94.71920776367188","-94.71920776367188","-94.71920776367188"
"182","-155.73358154296875","-155.73358154296875","-155.73358154296875"
"183","-128.25904846191406","-128.25904846191406","-128.25904846191406"
"185","-171.44898986816406","-171.44898986816406","-171.44898986816406"
"186","-191.30227661132812","-191.30227661132812","-191.30227661132812"
"187","-265.5468444824219","-265.5468444824219","-265.5468444824219"
"188","-148.64291381835938","-148.64291381835938","-148.64291381835938"
"190","-280.6296691894531","-280.6296691894531","-280.6296691894531"
"191","-168.26687622070312","-168.26687622070312","-168.26687622070312"
"192","-209.9695587158203","-209.9695587158203","-209.9695587158203"
"193","-80.01556396484375","-80.01556396484375","-80.01556396484375"
"194","-209.5359649658203","-209.5359649658203","-209.5359649658203"
"195","-81.14787292480469","-81.14787292480469","-81.14787292480469"
"197","-274.6431884765625","-274.6431884765625","-274.6431884765625"
"198","-26.409469604492188","-26.409469604492188","-26.409469604492188"
"199","-264.04443359375","-264.04443359375","-264.04443359375"
"200","-136.0564727783203","-136.0564727783203","-136.0564727783203"
"201","-220.021484375","-220.021484375","-220.021484375"
"202","-310.4923400878906","-310.4923400878906","-310.4923400878906"
"204","-37.49570846557617","-37.49570846557617","-37.49570846557617"
"205","-77.49293518066406","-77.49293518066406","-77.49293518066406"
"206","-113.42599487304688","-113.42599487304688","-113.42599487304688"
"207","-170.32623291015625","-170.32623291015625","-170.32623291015625"
"208","-80.52565002441406","-80.52565002441406","-80.52565002441406"
"210","-219.47288513183594","-219.47288513183594","-219.47288513183594"
"211","-102.39703369140625","-102.39703369140625","-102.39703369140625"
"212","-108.63890075683594","-108.63890075683594","-108.63890075683594"
"213","-67.56695556640625","-67.56695556640625","-67.56695556640625"
"214","-210.84518432617188","-210.84518432617188","-210.84518432617188"
"216","-453.0295715332031","-453.0295715332031","-453.0295715332031"
"217","-92.25482177734375","-92.25482177734375","-92.25482177734375"
"218","-161.12014770507812","-161.12014770507812","-161.12014770507812"
"219","-1.3257904052734375","-1.3257904052734375","-1.3257904052734375"
"220","-112.08089447021484","-112.08089447021484","-112.08089447021484"
"221","-75.96260070800781","-75.96260070800781","-75.96260070800781"
"222","-83.59170532226562","-83.59170532226562","-83.59170532226562"
"223","-157.8903350830078","-157.8903350830078","-157.8903350830078"
"224","-120.23186492919922","-120.23186492919922","-120.23186492919922"
"225","-314.19610595703125","-314.19610595703125","-314.19610595703125"
"226","-228.5916290283203","-228.5916290283203","-228.5916290283203"
"227","-62.32650375366211","-62.32650375366211","-62.32650375366211"
"229","-123.35035705566406","-123.35035705566406","-123.35035705566406"
"230","-85.11076354980469","-85.11076354980469","-85.11076354980469"
"231","-99.1056900024414","-99.1056900024414","-99.1056900024414"
"232","-106.15290069580078","-106.15290069580078","-106.15290069580078"
"233","-184.60562133789062","-184.60562133789062","-184.60562133789062"
"235","-173.20721435546875","-173.20721435546875","-173.20721435546875"
"236","-108.88248443603516","-108.88248443603516","-108.88248443603516"
"237","-81.07353210449219","-81.07353210449219","-81.07353210449219"
"238","-78.04623413085938","-78.04623413085938","-78.04623413085938"
"239","-81.68377685546875","-81.68377685546875","-81.68377685546875"
"240","-283.9548034667969","-283.9548034667969","-283.9548034667969"
"242","-393.6922607421875","-393.6922607421875","-393.6922607421875"
"243","-171.49053955078125","-171.49053955078125","-171.49053955078125"
"244","-91.9907455444336","-91.9907455444336","-91.9907455444336"
"245","-261.8794250488281","-261.8794250488281","-261.8794250488281"
"246","-91.94570922851562","-91.94570922851562","-91.94570922851562"
"247","-143.4059600830078","-143.4059600830078","-143.4059600830078"
"249","-156.13662719726562","-156.13662719726562","-156.13662719726562"
"250","-123.336181640625","-123.336181640625","-123.336181640625"
"251","-133.01947021484375","-133.01947021484375","-133.01947021484375"
"252","-139.785888671875","-139.785888671875","-139.785888671875"
"254","-102.82085418701172","-102.82085418701172","-102.82085418701172"
"255","-316.5120849609375","-316.5120849609375","-316.5120849609375"
"256","-80.83099365234375","-80.83099365234375","-80.83099365234375"
"257","-83.50299835205078","-83.50299835205078","-83.50299835205078"
"258","-56.178367614746094","-56.178367614746094","-56.178367614746094"
"259","-141.60401916503906","-141.60401916503906","-141.60401916503906"
"260","-160.27940368652344","-160.27940368652344","-160.27940368652344"
"262","-128.91122436523438","-128.91122436523438","-128.91122436523438"
"263","-123.10582733154297","-123.10582733154297","-123.10582733154297"
"264","-46.157875061035156","-46.157875061035156","-46.157875061035156"
"266","-107.14707946777344","-107.14707946777344","-107.14707946777344"
"267","-204.85519409179688","-204.85519409179688","-204.85519409179688"
"268","-91.92847442626953","-91.92847442626953","-91.92847442626953"
"269","-80.2606201171875","-80.2606201171875","-80.2606201171875"
"270","-111.80374908447266","-111.80374908447266","-111.80374908447266"
"271","-201.96640014648438","-201.96640014648438","-201.96640014648438"
"272","-265.44598388671875","-265.44598388671875","-265.44598388671875"
"274","-172.0240020751953","-172.0240020751953","-172.0240020751953"
"275","-71.9658432006836","-71.9658432006836","-71.9658432006836"
"276","-136.545654296875","-136.545654296875","-136.545654296875"
"277","-129.4693145751953","-129.4693145751953","-129.4693145751953"
"279","-191.597900390625","-191.597900390625","-191.597900390625"
"280","-105.02996826171875","-105.02996826171875","-105.02996826171875"
"281","-187.654296875","-187.654296875","-187.654296875"
"282","-146.21844482421875","-146.21844482421875","-146.21844482421875"
"283","-93.8460464477539","-93.8460464477539","-93.8460464477539"
"284","-83.41898345947266","-83.41898345947266","-83.41898345947266"
"286","-125.53955078125","-125.53955078125","-125.53955078125"
"287","-87.2679443359375","-87.2679443359375","-87.2679443359375"
"288","-202.193603515625","-202.193603515625","-202.193603515625"
"289","-72.02367401123047","-72.02367401123047","-72.02367401123047"
"290","-88.56257629394531","-88.56257629394531","-88.56257629394531"
"291","-222.725830078125","-222.725830078125","-222.725830078125"
"293","-81.60476684570312","-81.60476684570312","-81.60476684570312"
"294","-262.3017578125","-262.3017578125","-262.3017578125"
"295","-130.773193359375","-130.773193359375","-130.773193359375"
"296","-250.41331481933594","-250.41331481933594","-250.41331481933594"
"298","-42.25353240966797","-42.25353240966797","-42.25353240966797"
"299","-104.72699737548828","-104.72699737548828","-104.72699737548828"
"300","-137.92970275878906","-137.92970275878906","-137.92970275878906"
"301","-43.17729568481445","-43.17729568481445","-43.17729568481445"
"302","-119.48939514160156","-119.48939514160156","-119.48939514160156"
"304","-100.4051742553711","-100.4051742553711","-100.4051742553711"
"305","-166.82785034179688","-166.82785034179688","-166.82785034179688"
"306","-342.748046875","-342.748046875","-342.748046875"
"307","-109.86275482177734","-109.86275482177734","-109.86275482177734"
"308","-94.25653839111328","-94.25653839111328","-94.25653839111328"
"310","-103.46640014648438","-103.46640014648438","-103.46640014648438"
"311","-92.31122589111328","-92.31122589111328","-92.31122589111328"
"312","-102.6521987915039","-102.6521987915039","-102.6521987915039"
"313","-194.15447998046875","-194.15447998046875","-194.15447998046875"
"315","-63.93325424194336","-63.93325424194336","-63.93325424194336"
"316","-74.62266540527344","-74.62266540527344","-74.62266540527344"
"317","-78.7137451171875","-78.7137451171875","-78.7137451171875"
"318","-22.816192626953125","-22.816192626953125","-22.816192626953125"
"319","-174.42535400390625","-174.42535400390625","-174.42535400390625"
"321","-60.363948822021484","-60.363948822021484","-60.363948822021484"
"322","-167.50399780273438","-167.50399780273438","-167.50399780273438"
"323","-105.57089233398438","-105.57089233398438","-105.57089233398438"
"324","-200.3809814453125","-200.3809814453125","-200.3809814453125"
"325","-120.8067855834961","-120.8067855834961","-120.8067855834961"
"326","-109.91500091552734","-109.91500091552734","-109.91500091552734"
"328","-149.01759338378906","-149.01759338378906","-149.01759338378906"
"329","-99.52093505859375","-99.52093505859375","-99.52093505859375"
"330","-119.95529174804688","-119.95529174804688","-119.95529174804688"
"331","-70.43121337890625","-70.43121337890625","-70.43121337890625"
"332","-56.98859405517578","-56.98859405517578","-56.98859405517578"
"333","-268.40240478515625","-268.40240478515625","-268.40240478515625"
"334","-253.7164764404297","-253.7164764404297","-253.7164764404297"
"335","-342.8507080078125","-342.8507080078125","-342.8507080078125"
"336","-126.55461883544922","-126.55461883544922","-126.55461883544922"
"338","-94.84810638427734","-94.84810638427734","-94.84810638427734"
"339","-267.1161193847656","-267.1161193847656","-267.1161193847656"
"340","-272.6602783203125","-272.6602783203125","-272.6602783203125"
"341","-242.9810791015625","-242.9810791015625","-242.9810791015625"
"343","-111.16546630859375","-111.16546630859375","-111.16546630859375"
"344","-182.17347717285156","-182.17347717285156","-182.17347717285156"
"345","-309.1448669433594","-309.1448669433594","-309.1448669433594"
"346","-203.2748260498047","-203.2748260498047","-203.2748260498047"
"348","-119.32852172851562","-119.32852172851562","-119.32852172851562"
"349","-133.89585876464844","-133.89585876464844","-133.89585876464844"
"350","-47.856197357177734","-47.856197357177734","-47.856197357177734"
"351","-202.03773498535156","-202.03773498535156","-202.03773498535156"
"352","-111.09210968017578","-111.09210968017578","-111.09210968017578"
"354","-100.72808837890625","-100.72808837890625","-100.72808837890625"
"355","-332.89642333984375","-332.89642333984375","-332.89642333984375"
"356","-206.92855834960938","-206.92855834960938","-206.92855834960938"
"357","-153.67523193359375","-153.67523193359375","-153.67523193359375"
"359","-156.83999633789062","-156.83999633789062","-156.83999633789062"
"360","-86.94908905029297","-86.94908905029297","-86.94908905029297"
"361","-183.59124755859375","-183.59124755859375","-183.59124755859375"
"362","-118.80181884765625","-118.80181884765625","-118.80181884765625"
"363","-67.29705810546875","-67.29705810546875","-67.29705810546875"
"364","-114.88787841796875","-114.88787841796875","-114.88787841796875"
"366","-108.42742919921875","-108.42742919921875","-108.42742919921875"
"367","-72.14715576171875","-72.14715576171875","-72.14715576171875"
"368","-108.12840270996094","-108.12840270996094","-108.12840270996094"
"369","-26.22027587890625","-26.22027587890625","-26.22027587890625"
"370","-65.55118560791016","-65.55118560791016","-65.55118560791016"
"372","0.8229598999023438","0.8229598999023438","0.8229598999023438"
"373","-209.51571655273438","-209.51571655273438","-209.51571655273438"
"374","-160.5074005126953","-160.5074005126953","-160.5074005126953"
"375","-210.2266845703125","-210.2266845703125","-210.2266845703125"
"376","-515.388916015625","-515.388916015625","-515.388916015625"
"378","-64.82166290283203","-64.82166290283203","-64.82166290283203"
"379","-24.673736572265625","-24.673736572265625","-24.673736572265625"
"380","-283.6441650390625","-283.6441650390625","-283.6441650390625"
"381","-141.36302185058594","-141.36302185058594","-141.36302185058594"
"383","-70.84835815429688","-70.84835815429688","-70.84835815429688"
"384","-70.621337890625","-70.621337890625","-70.621337890625"
"385","-125.91419982910156","-125.91419982910156","-125.91419982910156"
"386","-125.79125213623047","-125.79125213623047","-125.79125213623047"
"387","-202.279052734375","-202.279052734375","-202.279052734375"
"389","-262.402099609375","-262.402099609375","-262.402099609375"
"390","-110.99207305908203","-110.99207305908203","-110.99207305908203"
"391","-203.93386840820312","-203.93386840820312","-203.93386840820312"
"392","-121.22380065917969","-121.22380065917969","-121.22380065917969"
"394","-191.412841796875","-191.412841796875","-191.412841796875"
"395","-204.8433837890625","-204.8433837890625","-204.8433837890625"
"396","-118.53401947021484","-118.53401947021484","-118.53401947021484"
"397","-103.74723052978516","-103.74723052978516","-103.74723052978516"
"398","-155.2688446044922","-155.2688446044922","-155.2688446044922"
"400","-71.61099243164062","-71.61099243164062","-71.61099243164062"
"401","-186.00038146972656","-186.00038146972656","-186.00038146972656"
"402","-83.77898406982422","-83.77898406982422","-83.77898406982422"
"403","-158.18844604492188","-158.18844604492188","-158.18844604492188"
"404","-79.99723052978516","-79.99723052978516","-79.99723052978516"
"406","-178.67483520507812","-178.67483520507812","-178.67483520507812"
"407","-67.05136108398438","-67.05136108398438","-67.05136108398438"
"408","-19.034690856933594","-19.034690856933594","-19.034690856933594"
"409","-328.7489013671875","-328.7489013671875","-328.7489013671875"
"411","-149.9977264404297","-149.9977264404297","-149.9977264404297"
"412","-223.3985595703125","-223.3985595703125","-223.3985595703125"
"413","-266.4830017089844","-266.4830017089844","-266.4830017089844"
"414","-210.0985107421875","-210.0985107421875","-210.0985107421875"
"416","-62.56560134887695","-62.56560134887695","-62.56560134887695"
"417","-409.531982421875","-409.531982421875","-409.531982421875"
"418","-111.66201782226562","-111.66201782226562","-111.66201782226562"
"419","-76.20254516601562","-76.20254516601562","-76.20254516601562"
"420","-118.69073486328125","-118.69073486328125","-118.69073486328125"
"422","-244.7699432373047","-244.7699432373047","-244.7699432373047"
"423","-103.35118103027344","-103.35118103027344","-103.35118103027344"
"424","-145.23171997070312","-145.23171997070312","-145.23171997070312"
"425","-115.74132537841797","-115.74132537841797","-115.74132537841797"
"426","-98.2790756225586","-98.2790756225586","-98.2790756225586"
"428","-95.71475982666016","-95.71475982666016","-95.71475982666016"
"429","-98.7608413696289","-98.7608413696289","-98.7608413696289"
"430","-164.8361358642578","-164.8361358642578","-164.8361358642578"
"431","-186.30569458007812","-186.30569458007812","-186.30569458007812"
"432","-40.41637420654297","-40.41637420654297","-40.41637420654297"
"434","-116.5103759765625","-116.5103759765625","-116.5103759765625"
"435","-113.1976318359375","-113.1976318359375","-113.1976318359375"
"436","-106.90367126464844","-106.90367126464844","-106.90367126464844"
"437","-58.04343795776367","-58.04343795776367","-58.04343795776367"
"438","-196.24505615234375","-196.24505615234375","-196.24505615234375"
"440","-158.19400024414062","-158.19400024414062","-158.19400024414062"
"441","-73.61311340332031","-73.61311340332031","-73.61311340332031"
"442","-273.25396728515625","-273.25396728515625","-273.25396728515625"
"443","-37.38189697265625","-37.38189697265625","-37.38189697265625"
"445","-110.7549819946289","-110.7549819946289","-110.7549819946289"
"446","-109.86113739013672","-109.86113739013672","-109.86113739013672"
"447","-128.085693359375","-128.085693359375","-128.085693359375"
"448","-262.75201416015625","-262.75201416015625","-262.75201416015625"
"449","-118.94546508789062","-118.94546508789062","-118.94546508789062"
"451","-147.02670288085938","-147.02670288085938","-147.02670288085938"
"452","-207.58050537109375","-207.58050537109375","-207.58050537109375"
"453","-90.71855163574219","-90.71855163574219","-90.71855163574219"
"454","-133.40000915527344","-133.40000915527344","-133.40000915527344"
"455","-114.37773895263672","-114.37773895263672","-114.37773895263672"
"457","-67.87722778320312","-67.87722778320312","-67.87722778320312"
"458","-94.96273803710938","-94.96273803710938","-94.96273803710938"
"459","-94.52857971191406","-94.52857971191406","-94.52857971191406"
"460","-74.66059875488281","-74.66059875488281","-74.66059875488281"
"461","-130.99148559570312","-130.99148559570312","-130.99148559570312"
"463","-149.24093627929688","-149.24093627929688","-149.24093627929688"
"464","-234.65475463867188","-234.65475463867188","-234.65475463867188"
"465","-112.42860412597656","-112.42860412597656","-112.42860412597656"
"466","-123.55449676513672","-123.55449676513672","-123.55449676513672"
"467","-225.21810913085938","-225.21810913085938","-225.21810913085938"
"469","-167.001708984375","-167.001708984375","-167.001708984375"
"470","-279.04644775390625","-279.04644775390625","-279.04644775390625"
"471","-51.04053497314453","-51.04053497314453","-51.04053497314453"
"472","-266.31671142578125","-266.31671142578125","-266.31671142578125"
"474","-42.25640869140625","-42.25640869140625","-42.25640869140625"
"475","-42.37014389038086","-42.37014389038086","-42.37014389038086"
"476","-180.19772338867188","-180.19772338867188","-180.19772338867188"
"477","-133.113525390625","-133.113525390625","-133.113525390625"
"478","-38.38589859008789","-38.38589859008789","-38.38589859008789"
"479","-284.7696533203125","-284.7696533203125","-284.7696533203125"
"480","-62.273536682128906","-62.273536682128906","-62.273536682128906"
"481","-162.28689575195312","-162.28689575195312","-162.28689575195312"
"482","-259.7673645019531","-259.7673645019531","-259.7673645019531"
"483","-308.18060302734375","-308.18060302734375","-308.18060302734375"
"485","-135.01661682128906","-135.01661682128906","-135.01661682128906"
"486","-113.20109558105469","-113.20109558105469","-113.20109558105469"
"487","-214.43569946289062","-214.43569946289062","-214.43569946289062"
"488","-344.52398681640625","-344.52398681640625","-344.52398681640625"
"489","-104.81185913085938","-104.81185913085938","-104.81185913085938"
"491","-120.17649841308594","-120.17649841308594","-120.17649841308594"
"492","-102.15560150146484","-102.15560150146484","-102.15560150146484"
"493","-43.91674041748047","-43.91674041748047","-43.91674041748047"
"495","-57.72599792480469","-57.72599792480469","-57.72599792480469"
"496","-87.41258239746094","-87.41258239746094","-87.41258239746094"
"497","10.7637939453125","10.7637939453125","10.7637939453125"
"498","-174.35513305664062","-174.35513305664062","-174.35513305664062"
"500","-96.36090850830078","-96.36090850830078","-96.36090850830078"
"501","-130.14022827148438","-130.14022827148438","-130.14022827148438"
"502","-178.50906372070312","-178.50906372070312","-178.50906372070312"
"503","-50.28769302368164","-50.28769302368164","-50.28769302368164"
"504","-78.9770736694336","-78.9770736694336","-78.9770736694336"
"505","-103.9049301147461","-103.9049301147461","-103.9049301147461"
"507","-97.22037506103516","-97.22037506103516","-97.22037506103516"
"508","-130.9258270263672","-130.9258270263672","-130.9258270263672"
"509","-166.76284790039062","-166.76284790039062","-166.76284790039062"
"510","-50.52865219116211","-50.52865219116211","-50.52865219116211"
"512","-126.83749389648438","-126.83749389648438","-126.83749389648438"
"513","-33.774749755859375","-33.774749755859375","-33.774749755859375"
"514","-70.8154296875","-70.8154296875","-70.8154296875"
"515","-74.8660888671875","-74.8660888671875","-74.8660888671875"
"516","-54.251712799072266","-54.251712799072266","-54.251712799072266"
"517","-27.531265258789062","-27.531265258789062","-27.531265258789062"
"519","-84.48031616210938","-84.48031616210938","-84.48031616210938"
"520","-140.73880004882812","-140.73880004882812","-140.73880004882812"
"521","-108.7021255493164","-108.7021255493164","-108.7021255493164"
"523","-2.6794662475585938","-2.6794662475585938","-2.6794662475585938"
"524","-114.40077209472656","-114.40077209472656","-114.40077209472656"
"525","-155.85243225097656","-155.85243225097656","-155.85243225097656"
"526","-116.17280578613281","-116.17280578613281","-116.17280578613281"
"527","-172.68777465820312","-172.68777465820312","-172.68777465820312"
"529","-121.44193267822266","-121.44193267822266","-121.44193267822266"
"530","-106.71267700195312","-106.71267700195312","-106.71267700195312"
"531","-259.4071960449219","-259.4071960449219","-259.4071960449219"
"532","-258.3819580078125","-258.3819580078125","-258.3819580078125"
"534","-87.78585052490234","-87.78585052490234","-87.78585052490234"
"535","-78.41983795166016","-78.41983795166016","-78.41983795166016"
